Data da Venda,Nome do Produto,Quantidade Vendida,Valor Unitário (R$),Valor Total (R$),Franquia,Nome do Vendedor,Localização da Franquia,Canal de Venda
2023-12-15,Chocolate 70% Cacau,2,20.74,41.48,ChocoFranq 5,Dr. Enzo Gabriel Fogaça,PE,Franquia
2023-08-22,Chocolate Branco,13,40.94,532.22,ChocoFranq 10,Nicolas Rezende,RS,Online
2024-01-03,Chocolate Com Morango,12,37.5,450.0,ChocoFranq 3,João Gabriel Cavalcanti,RS,Online
2023-12-27,Chocolate Recheado,1,35.56,35.56,ChocoFranq 7,Rafaela Peixoto,SP,Online
2024-02-10,Chocolate Com Avelã,4,6.8,27.2,ChocoFranq 7,Maria Fernanda Costa,MG,Franquia
2023-06-27,Chocolate Com Castanha,13,25.01,325.13,ChocoFranq 7,Dr. Enzo Gabriel Fogaça,CE,Online
2023-09-22,Chocolate Diet,13,26.51,344.63,ChocoFranq 6,Kamilly Sales,PE,Franquia
2023-10-12,Chocolate Trufado,9,39.53,355.77,ChocoFranq 3,Dr. Ryan Caldeira,RS,Franquia
2023-12-16,Chocolate Ao Leite,4,22.24,88.96,ChocoFranq 4,Henrique Araújo,CE,Online
2023-02-28,Chocolate 70% Cacau,16,16.13,258.08,ChocoFranq 5,Rafael Moura,PE,Franquia
2024-01-02,Chocolate Branco,6,17.46,104.76,ChocoFranq 1,Rafaela Peixoto,RS,Franquia
2024-03-29,Chocolate Com Menta,10,48.44,484.4,ChocoFranq 9,Sr. Breno Silva,DF,Franquia
2024-03-26,Chocolate Ao Leite,4,25.79,103.16,ChocoFranq 9,Maria Fernanda Costa,BA,Online
2023-01-07,Chocolate Com Amêndoas,16,19.02,304.32,ChocoFranq 4,Leandro Oliveira,RS,Online
2023-05-14,Chocolate Vegano,16,15.7,251.2,ChocoFranq 3,Marcela Dias,SP,Franquia
2023-10-04,Chocolate Com Caramelo,8,9.71,77.68,ChocoFranq 9,Nicolas Rezende,PR,Online
2024-05-13,Chocolate Com Castanha,15,22.75,341.25,ChocoFranq 9,Guilherme Porto,SC,Franquia
2024-04-01,Chocolate Com Avelã,14,46.68,653.52,ChocoFranq 4,Maria Fernanda Costa,SP,Franquia
2023-10-21,Chocolate Com Avelã,5,42.33,211.65,ChocoFranq 9,Sr. Breno Silva,RS,Online
2024-01-30,Chocolate Ao Leite,15,40.26,603.9,ChocoFranq 7,Marcela Dias,RS,Franquia
2023-07-23,Chocolate Branco,10,28.29,282.9,ChocoFranq 5,Dr. Ryan Caldeira,SP,Online
2024-02-14,Chocolate Com Avelã,16,47.28,756.48,ChocoFranq 5,Rafaela Peixoto,DF,Franquia
2023-10-26,Chocolate Vegano,19,13.28,252.32,ChocoFranq 5,Calebe Freitas,MG,Online
2023-05-24,Chocolate Com Caramelo,2,25.61,51.22,ChocoFranq 10,Lorenzo Silva,SC,Franquia
2023-04-30,Chocolate Diet,11,14.21,156.31,ChocoFranq 2,Fernando Silva,RJ,Online
2023-12-14,Chocolate Trufado,11,26.97,296.67,ChocoFranq 2,Isadora Moura,BA,Franquia
2024-02-28,Chocolate Ao Leite,10,27.91,279.1,ChocoFranq 7,Maria Fernanda Costa,BA,Online
2023-06-29,Chocolate 70% Cacau,13,16.13,209.69,ChocoFranq 4,Fernando Silva,BA,Online
2023-04-13,Chocolate Com Caramelo,13,48.35,628.55,ChocoFranq 2,Nicolas Rezende,DF,Franquia
2023-07-26,Chocolate Vegano,15,40.26,603.9,ChocoFranq 5,Luiz Gustavo Carvalho,PE,Online
2024-02-11,Chocolate Com Morango,5,18.13,90.65,ChocoFranq 3,Juliana Pinto,BA,Franquia
2023-09-25,Chocolate Com Castanha,12,46.53,558.36,ChocoFranq 2,Guilherme Porto,SC,Online
2023-12-29,Chocolate Zero Açúcar,8,11.45,91.6,ChocoFranq 8,Fernando Silva,CE,Franquia
2023-09-04,Chocolate Com Morango,11,40.62,446.82,ChocoFranq 10,Guilherme Porto,SC,Online
2023-10-17,Chocolate Recheado,2,25.18,50.36,ChocoFranq 7,Dr. Ryan Caldeira,SP,Online
2024-04-12,Chocolate Com Amêndoas,16,29.96,479.36,ChocoFranq 3,Rafaela Peixoto,PR,Online
2023-04-27,Chocolate Diet,18,12.74,229.32,ChocoFranq 1,Fernando Silva,DF,Online
2024-04-14,Chocolate Com Amêndoas,1,40.04,40.04,ChocoFranq 7,Rafael Moura,PE,Franquia
2023-10-22,Chocolate Diet,1,23.44,23.44,ChocoFranq 2,Juliana Farias,PR,Online
2024-04-29,Chocolate Trufado,4,43.9,175.6,ChocoFranq 5,Dr. Ryan Caldeira,CE,Franquia
2023-12-19,Chocolate Recheado,5,8.68,43.4,ChocoFranq 8,Olivia da Mota,RS,Franquia
2023-11-22,Chocolate Vegano,1,29.5,29.5,ChocoFranq 5,Calebe Freitas,RJ,Online
2023-07-28,Chocolate Branco,3,38.09,114.27,ChocoFranq 6,Juliana Farias,PE,Franquia
2024-01-26,Chocolate Com Amêndoas,10,41.46,414.6,ChocoFranq 1,Olivia da Mota,SC,Online
2023-04-22,Chocolate Com Amêndoas,18,19.89,358.02,ChocoFranq 7,Alexandre Freitas,SP,Franquia
2024-04-15,Chocolate Recheado,8,49.31,394.48,ChocoFranq 7,Rafael Moura,SP,Online
2023-05-06,Chocolate Recheado,11,40.46,445.06,ChocoFranq 7,Luiz Gustavo Carvalho,DF,Franquia
2023-09-02,Chocolate Com Avelã,17,8.52,144.84,ChocoFranq 2,Ana Júlia Santos,RJ,Online
2024-04-20,Chocolate Com Avelã,18,13.61,244.98,ChocoFranq 10,Rafael Moura,PR,Online
2023-05-17,Chocolate Zero Açúcar,17,25.81,438.77,ChocoFranq 4,Davi Lucas Costa,SP,Online
2023-12-07,Chocolate Com Castanha,11,25.86,284.46,ChocoFranq 8,Isaac Costa,PR,Franquia
2024-05-01,Chocolate Trufado,18,36.48,656.64,ChocoFranq 10,Juliana Farias,RJ,Franquia
2023-02-05,Chocolate Diet,15,35.04,525.6,ChocoFranq 8,Henrique Araújo,RJ,Franquia
2023-10-30,Chocolate Meio Amargo,7,29.78,208.46,ChocoFranq 2,Olivia da Mota,PE,Online
2023-04-29,Chocolate Meio Amargo,3,40.84,122.52,ChocoFranq 8,Calebe Freitas,BA,Franquia
2023-02-19,Chocolate Trufado,7,44.84,313.88,ChocoFranq 8,Nicole Rodrigues,CE,Franquia
2023-01-03,Chocolate Recheado,16,49.48,791.68,ChocoFranq 2,Alexandre Freitas,RJ,Franquia
2024-05-04,Chocolate Com Menta,5,19.45,97.25,ChocoFranq 7,Maria Fernanda Costa,MG,Online
2023-08-05,Chocolate Com Menta,6,8.03,48.18,ChocoFranq 3,Calebe Freitas,RS,Online
2023-03-20,Chocolate Vegano,19,27.23,517.37,ChocoFranq 3,Olivia da Mota,PR,Online
2023-04-30,Chocolate Vegano,18,19.62,353.16,ChocoFranq 8,Leandro Oliveira,PR,Online
2024-02-16,Chocolate Com Morango,10,27.2,272.0,ChocoFranq 6,Nicole Rodrigues,BA,Franquia
2023-03-15,Chocolate Vegano,5,8.18,40.9,ChocoFranq 4,Sr. Breno Silva,RS,Online
2023-07-10,Chocolate Com Menta,5,40.57,202.85,ChocoFranq 8,Olivia da Mota,RS,Franquia
2024-03-06,Chocolate Com Avelã,5,44.25,221.25,ChocoFranq 9,Isadora Moura,MG,Online
2024-03-18,Chocolate Com Castanha,2,38.11,76.22,ChocoFranq 2,Davi Lucas Costa,SC,Online
2023-08-09,Chocolate Com Menta,8,15.06,120.48,ChocoFranq 2,Rafael Moura,SP,Online
2024-03-29,Chocolate Com Castanha,2,44.62,89.24,ChocoFranq 10,Alexandre Freitas,RS,Franquia
2024-03-03,Chocolate Com Amêndoas,5,11.18,55.9,ChocoFranq 3,Dr. Ryan Caldeira,BA,Franquia
2024-04-23,Chocolate Branco,16,46.93,750.88,ChocoFranq 10,Marcela Dias,PE,Franquia
2024-02-16,Chocolate Recheado,12,44.41,532.92,ChocoFranq 5,Luiz Gustavo Carvalho,RJ,Franquia
2023-04-03,Chocolate Recheado,9,12.99,116.91,ChocoFranq 2,Lorenzo Silva,RJ,Online
2024-05-15,Chocolate Trufado,9,22.94,206.46,ChocoFranq 4,Isadora Moura,SP,Online
2023-03-06,Chocolate Ao Leite,3,18.25,54.75,ChocoFranq 10,Leandro Oliveira,MG,Online
2023-07-08,Chocolate Diet,11,22.13,243.43,ChocoFranq 10,Sr. Breno Silva,MG,Franquia
2024-04-10,Chocolate Com Caramelo,7,26.67,186.69,ChocoFranq 2,Juliana Farias,RJ,Franquia
2023-12-16,Chocolate Meio Amargo,2,36.01,72.02,ChocoFranq 8,Dr. Ryan Caldeira,MG,Franquia
2023-09-15,Chocolate Ao Leite,17,47.77,812.09,ChocoFranq 4,Calebe Freitas,RJ,Online
2023-11-01,Chocolate Com Caramelo,15,8.89,133.35,ChocoFranq 4,Juliana Pinto,RJ,Online
2024-03-26,Chocolate Com Morango,15,26.28,394.2,ChocoFranq 8,Davi Lucca da Cunha,RJ,Online
2023-11-13,Chocolate 70% Cacau,19,30.27,575.13,ChocoFranq 6,Calebe Freitas,RJ,Online
2024-03-28,Chocolate Com Caramelo,20,49.83,996.6,ChocoFranq 3,Rafaela Peixoto,SP,Online
2023-09-29,Chocolate Meio Amargo,9,32.69,294.21,ChocoFranq 4,Calebe Freitas,RS,Franquia
2023-08-07,Chocolate Branco,8,33.08,264.64,ChocoFranq 7,Leandro Moreira,BA,Online
2023-04-20,Chocolate Com Morango,9,28.41,255.69,ChocoFranq 4,Rafael Moura,RS,Online
2023-10-27,Chocolate Meio Amargo,4,47.96,191.84,ChocoFranq 8,Henrique Araújo,PE,Franquia
2023-12-17,Chocolate Com Morango,5,25.23,126.15,ChocoFranq 4,Juliana Pinto,PE,Online
2023-11-06,Chocolate Ao Leite,12,10.34,124.08,ChocoFranq 9,Marcela Dias,CE,Franquia
2023-04-28,Chocolate Com Caramelo,13,10.07,130.91,ChocoFranq 6,Alexandre Freitas,MG,Franquia
2023-04-22,Chocolate Com Castanha,11,12.34,135.74,ChocoFranq 4,Calebe Freitas,SP,Online
2023-08-24,Chocolate Diet,1,34.51,34.51,ChocoFranq 1,João Gabriel Cavalcanti,SC,Online
2023-04-28,Chocolate Trufado,14,17.79,249.06,ChocoFranq 4,Davi Lucas Costa,RS,Franquia
2024-02-21,Chocolate Meio Amargo,12,6.38,76.56,ChocoFranq 9,Guilherme Porto,RS,Franquia
2024-05-11,Chocolate Com Avelã,9,15.01,135.09,ChocoFranq 9,Ana Júlia Santos,CE,Online
2023-11-13,Chocolate Branco,5,38.86,194.3,ChocoFranq 5,Kamilly Sales,BA,Franquia
2023-07-06,Chocolate Vegano,14,38.58,540.12,ChocoFranq 7,Henrique Araújo,DF,Online
2024-01-16,Chocolate Diet,18,16.04,288.72,ChocoFranq 6,Guilherme Porto,BA,Franquia
2023-12-27,Chocolate 70% Cacau,8,44.19,353.52,ChocoFranq 6,Juliana Farias,PR,Online
2023-04-06,Chocolate Com Caramelo,18,5.74,103.32,ChocoFranq 1,Dr. Enzo Gabriel Fogaça,PE,Online
2023-11-25,Chocolate Com Morango,16,31.66,506.56,ChocoFranq 1,Olivia da Mota,SP,Franquia
2024-05-04,Chocolate 70% Cacau,15,31.29,469.35,ChocoFranq 2,Olivia da Mota,RJ,Franquia
2023-02-24,Chocolate Meio Amargo,1,13.51,13.51,ChocoFranq 3,Luiz Gustavo Carvalho,SC,Online
2024-02-02,Chocolate Vegano,16,29.4,470.4,ChocoFranq 10,Leandro Oliveira,MG,Online
2023-11-17,Chocolate Vegano,5,46.26,231.3,ChocoFranq 10,Catarina Farias,SP,Franquia
2024-04-20,Chocolate Branco,5,17.2,86.0,ChocoFranq 7,Lorenzo Silva,DF,Online
2023-03-27,Chocolate Branco,13,20.57,267.41,ChocoFranq 3,Calebe Freitas,DF,Franquia
2024-01-04,Chocolate Meio Amargo,4,31.51,126.04,ChocoFranq 1,Leandro Moreira,CE,Online
2024-03-15,Chocolate Meio Amargo,15,39.09,586.35,ChocoFranq 2,Fernando Silva,SP,Online
2023-01-07,Chocolate Com Menta,17,22.94,389.98,ChocoFranq 4,Kamilly Sales,DF,Franquia
2024-01-31,Chocolate Vegano,20,29.12,582.4,ChocoFranq 9,Ana Júlia Santos,CE,Online
2023-11-18,Chocolate Com Menta,13,7.87,102.31,ChocoFranq 9,Kamilly Sales,SC,Online
2024-03-11,Chocolate Com Morango,14,5.62,78.68,ChocoFranq 2,Sr. Breno Silva,MG,Franquia
2024-03-26,Chocolate Zero Açúcar,3,15.66,46.98,ChocoFranq 5,Juliana Farias,PR,Online
2023-04-02,Chocolate Zero Açúcar,5,26.05,130.25,ChocoFranq 5,Rafaela Peixoto,SC,Online
2024-01-15,Chocolate Com Menta,16,33.24,531.84,ChocoFranq 2,Juliana Pinto,RS,Franquia
2024-04-15,Chocolate Zero Açúcar,7,9.47,66.29,ChocoFranq 4,Marcela Dias,PR,Franquia
2023-01-30,Chocolate Trufado,18,47.98,863.64,ChocoFranq 9,Lorenzo Silva,RS,Franquia
2024-01-01,Chocolate Ao Leite,12,27.62,331.44,ChocoFranq 4,Lorenzo Silva,SC,Franquia
2023-03-16,Chocolate Com Castanha,13,12.53,162.89,ChocoFranq 2,Valentina Teixeira,SC,Online
2024-03-17,Chocolate Com Avelã,1,25.46,25.46,ChocoFranq 9,Valentina Teixeira,BA,Franquia
2024-04-16,Chocolate Meio Amargo,11,46.81,514.91,ChocoFranq 6,Valentina Teixeira,SC,Online
2024-04-06,Chocolate Meio Amargo,8,46.75,374.0,ChocoFranq 6,Olivia da Mota,CE,Online
2023-04-27,Chocolate Com Morango,20,23.39,467.8,ChocoFranq 2,Dr. Enzo Gabriel Fogaça,BA,Online
2024-05-09,Chocolate Diet,6,26.43,158.58,ChocoFranq 3,Valentina Teixeira,RS,Franquia
2024-03-26,Chocolate Vegano,10,8.69,86.9,ChocoFranq 6,Sr. Breno Silva,SP,Franquia
2023-10-02,Chocolate Branco,7,22.18,155.26,ChocoFranq 6,Leandro Moreira,PR,Franquia
2023-04-11,Chocolate Vegano,8,18.12,144.96,ChocoFranq 4,Isadora Moura,PR,Online
2023-05-03,Chocolate Com Morango,8,30.67,245.36,ChocoFranq 3,Nicolas Rezende,MG,Online
2024-02-08,Chocolate Vegano,5,30.17,150.85,ChocoFranq 8,Dr. Enzo Gabriel Fogaça,PR,Franquia
2023-07-28,Chocolate Vegano,1,15.42,15.42,ChocoFranq 9,Rafael Moura,BA,Franquia
2023-11-12,Chocolate Zero Açúcar,5,12.43,62.15,ChocoFranq 1,Maria Fernanda Costa,MG,Franquia
2023-05-10,Chocolate Com Menta,7,41.76,292.32,ChocoFranq 8,Catarina Farias,CE,Franquia
2023-01-28,Chocolate Com Caramelo,8,7.36,58.88,ChocoFranq 8,Luiz Gustavo Carvalho,RJ,Online
2023-12-17,Chocolate Branco,7,30.02,210.14,ChocoFranq 5,Dr. Enzo Gabriel Fogaça,MG,Online
2023-10-24,Chocolate Com Castanha,14,47.54,665.56,ChocoFranq 1,Alexandre Freitas,RJ,Online
2023-09-18,Chocolate Diet,17,11.5,195.5,ChocoFranq 1,Luiz Gustavo Carvalho,PR,Online
2023-08-10,Chocolate Com Castanha,7,48.47,339.29,ChocoFranq 1,Lorenzo Silva,SC,Franquia
2024-03-16,Chocolate 70% Cacau,19,20.69,393.11,ChocoFranq 3,Sr. Breno Silva,DF,Franquia
2023-12-19,Chocolate Trufado,10,25.86,258.6,ChocoFranq 1,Calebe Freitas,RS,Online
2024-04-14,Chocolate 70% Cacau,18,35.12,632.16,ChocoFranq 2,Lorenzo Silva,DF,Franquia
2023-07-30,Chocolate Com Amêndoas,14,17.94,251.16,ChocoFranq 3,Maria Fernanda Costa,DF,Franquia
2024-04-05,Chocolate 70% Cacau,10,36.69,366.9,ChocoFranq 10,Juliana Farias,PR,Franquia
2023-10-22,Chocolate Recheado,15,29.12,436.8,ChocoFranq 3,Rafael Moura,SP,Franquia
2024-02-19,Chocolate Com Menta,19,25.55,485.45,ChocoFranq 10,João Gabriel Cavalcanti,BA,Franquia
2024-04-02,Chocolate Branco,13,31.63,411.19,ChocoFranq 5,Maria Fernanda Costa,DF,Online
2023-10-12,Chocolate Branco,5,43.08,215.4,ChocoFranq 10,Lorenzo Silva,PE,Franquia
2024-02-28,Chocolate Com Avelã,15,39.15,587.25,ChocoFranq 6,Luiz Gustavo Carvalho,PE,Franquia
2023-02-27,Chocolate Trufado,14,18.55,259.7,ChocoFranq 4,Nicole Rodrigues,CE,Online
2024-04-21,Chocolate Com Castanha,3,20.95,62.85,ChocoFranq 7,Sr. Breno Silva,SP,Online
2023-01-19,Chocolate Com Castanha,8,25.47,203.76,ChocoFranq 2,Davi Lucas Costa,PE,Online
2023-11-13,Chocolate Com Menta,11,28.39,312.29,ChocoFranq 7,Isaac Costa,SP,Online
2024-05-14,Chocolate Diet,12,25.31,303.72,ChocoFranq 8,Rafael Moura,PE,Franquia
2023-03-15,Chocolate Com Avelã,17,33.84,575.28,ChocoFranq 2,Nicolas Rezende,PE,Online
2024-05-11,Chocolate Com Amêndoas,17,47.74,811.58,ChocoFranq 3,Fernando Silva,RS,Online
2024-01-02,Chocolate Com Morango,1,49.42,49.42,ChocoFranq 6,Fernando Silva,RS,Franquia
2023-11-17,Chocolate Recheado,13,16.7,217.1,ChocoFranq 6,Isaac Costa,RS,Online
2023-02-27,Chocolate Trufado,7,12.99,90.93,ChocoFranq 6,Davi Lucas Costa,RJ,Franquia
2024-01-06,Chocolate Meio Amargo,16,8.45,135.2,ChocoFranq 7,Kamilly Sales,PR,Franquia
2023-01-30,Chocolate Meio Amargo,20,35.67,713.4,ChocoFranq 4,Leandro Oliveira,PE,Franquia
2023-04-30,Chocolate Com Castanha,16,48.77,780.32,ChocoFranq 10,Rafael Moura,RS,Franquia
2024-04-03,Chocolate Trufado,10,33.6,336.0,ChocoFranq 7,Leandro Moreira,PE,Franquia
2023-06-15,Chocolate Recheado,3,48.37,145.11,ChocoFranq 1,Dr. Enzo Gabriel Fogaça,RS,Franquia
2024-05-05,Chocolate Diet,15,9.7,145.5,ChocoFranq 4,Davi Lucca da Cunha,DF,Online
2023-12-18,Chocolate Recheado,7,44.96,314.72,ChocoFranq 9,Luiz Gustavo Carvalho,PE,Franquia
2023-07-30,Chocolate Com Amêndoas,11,48.71,535.81,ChocoFranq 1,Lorenzo Silva,PR,Online
2023-10-08,Chocolate Vegano,6,22.52,135.12,ChocoFranq 8,Davi Lucca da Cunha,RJ,Franquia
2024-05-05,Chocolate Com Morango,19,28.34,538.46,ChocoFranq 3,Catarina Farias,CE,Franquia
2023-10-05,Chocolate Zero Açúcar,7,12.84,89.88,ChocoFranq 9,Olivia da Mota,SP,Online
2023-04-16,Chocolate Trufado,20,8.66,173.2,ChocoFranq 6,Henrique Araújo,RJ,Online
2023-07-18,Chocolate Trufado,16,17.3,276.8,ChocoFranq 7,Lorenzo Silva,SC,Online
2023-09-22,Chocolate Com Amêndoas,14,30.48,426.72,ChocoFranq 8,Marcela Dias,SP,Online
2023-07-14,Chocolate Com Castanha,6,31.57,189.42,ChocoFranq 7,Fernando Silva,CE,Online
2023-08-02,Chocolate Ao Leite,16,48.67,778.72,ChocoFranq 3,Leandro Oliveira,RJ,Online
2023-06-04,Chocolate Trufado,13,47.64,619.32,ChocoFranq 5,Dr. Ryan Caldeira,SC,Online
2024-04-24,Chocolate Zero Açúcar,11,43.31,476.41,ChocoFranq 1,Lorenzo Silva,DF,Online
2023-12-25,Chocolate Recheado,20,44.29,885.8,ChocoFranq 1,Catarina Farias,RS,Online
2023-07-10,Chocolate Branco,8,40.22,321.76,ChocoFranq 7,Calebe Freitas,CE,Online
2024-02-29,Chocolate Trufado,15,45.86,687.9,ChocoFranq 8,Ana Júlia Santos,RJ,Online
2023-07-24,Chocolate Recheado,2,16.48,32.96,ChocoFranq 10,Juliana Farias,RJ,Online
2024-01-09,Chocolate Com Castanha,9,5.26,47.34,ChocoFranq 10,Lorenzo Silva,SP,Franquia
2024-01-12,Chocolate Com Avelã,6,20.96,125.76,ChocoFranq 6,Lorenzo Silva,PE,Online
2024-01-23,Chocolate Com Caramelo,17,45.56,774.52,ChocoFranq 8,Maria Fernanda Costa,MG,Franquia
2023-01-02,Chocolate Recheado,7,29.46,206.22,ChocoFranq 8,Henrique Araújo,DF,Franquia
2023-02-15,Chocolate Meio Amargo,16,12.87,205.92,ChocoFranq 4,Olivia da Mota,DF,Franquia
2023-10-16,Chocolate Com Castanha,14,42.36,593.04,ChocoFranq 10,Juliana Pinto,RJ,Online
2023-08-01,Chocolate Com Caramelo,9,9.49,85.41,ChocoFranq 5,Calebe Freitas,CE,Franquia
2023-11-19,Chocolate Com Morango,11,14.82,163.02,ChocoFranq 7,Isadora Moura,BA,Online
2024-05-11,Chocolate 70% Cacau,20,7.0,140.0,ChocoFranq 5,Olivia da Mota,RS,Franquia
2024-01-03,Chocolate Diet,20,7.4,148.0,ChocoFranq 5,Rafaela Peixoto,CE,Franquia
2023-01-05,Chocolate Diet,5,32.28,161.4,ChocoFranq 4,Catarina Farias,RJ,Online
2023-11-23,Chocolate Com Menta,4,7.84,31.36,ChocoFranq 5,Alexandre Freitas,CE,Franquia
2023-04-10,Chocolate Vegano,18,21.32,383.76,ChocoFranq 7,Henrique Araújo,SC,Franquia
2024-02-10,Chocolate Vegano,20,23.23,464.6,ChocoFranq 7,Juliana Farias,RJ,Franquia
2023-05-28,Chocolate Ao Leite,8,12.63,101.04,ChocoFranq 6,Luiz Gustavo Carvalho,SC,Online
2024-01-18,Chocolate 70% Cacau,19,44.77,850.63,ChocoFranq 3,Calebe Freitas,CE,Online
2024-01-05,Chocolate Com Caramelo,20,9.56,191.2,ChocoFranq 6,Nicolas Rezende,DF,Online
2023-05-14,Chocolate Zero Açúcar,13,9.21,119.73,ChocoFranq 6,João Gabriel Cavalcanti,CE,Online
2024-02-01,Chocolate Com Morango,1,43.08,43.08,ChocoFranq 5,Fernando Silva,CE,Online
2023-07-06,Chocolate Meio Amargo,16,22.89,366.24,ChocoFranq 6,Leandro Oliveira,DF,Franquia
2023-07-09,Chocolate Com Avelã,19,39.59,752.21,ChocoFranq 1,Leandro Oliveira,PE,Franquia
2023-01-19,Chocolate Com Caramelo,3,48.92,146.76,ChocoFranq 3,Kamilly Sales,PE,Online
2023-05-26,Chocolate Trufado,14,19.71,275.94,ChocoFranq 5,Rafael Moura,BA,Franquia
2024-03-08,Chocolate Zero Açúcar,11,45.4,499.4,ChocoFranq 9,Leandro Moreira,PE,Franquia
2023-03-08,Chocolate Com Morango,2,13.43,26.86,ChocoFranq 4,Henrique Araújo,SC,Franquia
2023-08-11,Chocolate Com Avelã,18,33.52,603.36,ChocoFranq 10,João Gabriel Cavalcanti,PR,Online
2023-03-24,Chocolate Recheado,5,44.46,222.3,ChocoFranq 3,Fernando Silva,PR,Online
2023-04-06,Chocolate Com Amêndoas,8,41.02,328.16,ChocoFranq 3,Juliana Farias,RS,Online
2023-09-10,Chocolate Com Morango,11,16.96,186.56,ChocoFranq 3,Marcela Dias,SC,Franquia
2024-02-14,Chocolate Zero Açúcar,13,42.05,546.65,ChocoFranq 6,Olivia da Mota,PR,Online
2024-05-06,Chocolate Com Morango,20,10.51,210.2,ChocoFranq 7,Catarina Farias,RS,Online
2024-03-04,Chocolate Trufado,11,34.45,378.95,ChocoFranq 2,Davi Lucas Costa,DF,Franquia
2023-01-15,Chocolate Com Amêndoas,19,48.06,913.14,ChocoFranq 3,Juliana Farias,PR,Online
2023-06-25,Chocolate Com Avelã,18,9.77,175.86,ChocoFranq 6,Alexandre Freitas,MG,Franquia
2024-05-05,Chocolate Com Avelã,12,37.48,449.76,ChocoFranq 8,Juliana Farias,RS,Franquia
2023-04-21,Chocolate Diet,10,42.66,426.6,ChocoFranq 1,Marcela Dias,SC,Online
2023-04-23,Chocolate Recheado,3,11.23,33.69,ChocoFranq 8,Rafael Moura,RS,Franquia
2023-03-30,Chocolate Trufado,19,27.53,523.07,ChocoFranq 10,Dr. Enzo Gabriel Fogaça,MG,Online
2023-07-09,Chocolate Branco,18,5.82,104.76,ChocoFranq 7,Rafaela Peixoto,RJ,Online
2023-02-01,Chocolate Recheado,19,41.89,795.91,ChocoFranq 2,Olivia da Mota,MG,Online
2023-06-17,Chocolate Com Castanha,8,25.86,206.88,ChocoFranq 10,Henrique Araújo,PE,Online
2024-04-07,Chocolate Com Caramelo,9,25.42,228.78,ChocoFranq 7,Dr. Ryan Caldeira,DF,Franquia
2024-05-13,Chocolate Meio Amargo,10,32.85,328.5,ChocoFranq 6,Juliana Pinto,CE,Franquia
2024-04-02,Chocolate Trufado,1,46.07,46.07,ChocoFranq 9,Juliana Farias,SP,Franquia
2024-03-03,Chocolate Com Avelã,5,37.84,189.2,ChocoFranq 4,Guilherme Porto,CE,Online
2024-02-01,Chocolate Meio Amargo,11,33.45,367.95,ChocoFranq 10,Olivia da Mota,PR,Franquia
2023-10-21,Chocolate Com Avelã,18,22.27,400.86,ChocoFranq 9,Fernando Silva,SC,Franquia
2024-01-20,Chocolate Com Amêndoas,10,24.27,242.7,ChocoFranq 9,Isaac Costa,BA,Franquia
2024-01-01,Chocolate Zero Açúcar,15,6.87,103.05,ChocoFranq 1,Isadora Moura,PE,Franquia
2024-02-15,Chocolate Com Menta,19,28.72,545.68,ChocoFranq 7,Calebe Freitas,SP,Franquia
2024-01-03,Chocolate Com Menta,10,14.5,145.0,ChocoFranq 2,Rafaela Peixoto,CE,Online
2023-10-21,Chocolate Recheado,7,34.19,239.33,ChocoFranq 2,Davi Lucca da Cunha,DF,Online
2023-03-01,Chocolate Com Menta,15,16.93,253.95,ChocoFranq 8,Calebe Freitas,MG,Online
2023-09-27,Chocolate Com Avelã,20,35.6,712.0,ChocoFranq 3,Calebe Freitas,DF,Online
2023-02-12,Chocolate Com Avelã,7,10.9,76.3,ChocoFranq 6,Ana Júlia Santos,BA,Franquia
2023-06-05,Chocolate 70% Cacau,1,24.0,24.0,ChocoFranq 1,Nicolas Rezende,PR,Online
2024-02-29,Chocolate Com Castanha,14,28.73,402.22,ChocoFranq 5,Luiz Gustavo Carvalho,DF,Franquia
2023-10-06,Chocolate Branco,8,39.48,315.84,ChocoFranq 7,Rafaela Peixoto,SP,Online
2023-12-30,Chocolate Ao Leite,8,37.6,300.8,ChocoFranq 6,João Gabriel Cavalcanti,MG,Franquia
2024-04-16,Chocolate Ao Leite,13,48.2,626.6,ChocoFranq 2,João Gabriel Cavalcanti,MG,Franquia
2023-10-12,Chocolate Com Castanha,15,43.18,647.7,ChocoFranq 4,Olivia da Mota,MG,Online
2023-05-25,Chocolate Com Menta,18,30.86,555.48,ChocoFranq 10,Davi Lucas Costa,CE,Franquia
2023-11-23,Chocolate 70% Cacau,16,19.16,306.56,ChocoFranq 4,Dr. Ryan Caldeira,PR,Franquia
2023-04-21,Chocolate Com Avelã,5,41.88,209.4,ChocoFranq 1,Dr. Enzo Gabriel Fogaça,SC,Online
2023-06-25,Chocolate Vegano,5,10.56,52.8,ChocoFranq 8,Davi Lucca da Cunha,SC,Online
2023-10-27,Chocolate Ao Leite,19,47.3,898.7,ChocoFranq 5,Davi Lucca da Cunha,BA,Online
2023-05-22,Chocolate Vegano,11,22.03,242.33,ChocoFranq 7,Isadora Moura,PR,Franquia
2023-04-12,Chocolate Recheado,16,18.86,301.76,ChocoFranq 2,Leandro Oliveira,PR,Online
2023-03-03,Chocolate Vegano,3,46.76,140.28,ChocoFranq 10,Fernando Silva,RS,Franquia
2024-05-06,Chocolate Com Morango,17,26.6,452.2,ChocoFranq 7,Nicolas Rezende,MG,Franquia
